jobid,jobtitle,normalized_skills
251115003724,".Net Developers with Asp.net, MVC, Javascript,c#","['Java', 'C', 'JavaScript', 'SQL', 'MySQL', 'Internet', 'English', 'php']"
91015002979,Fresher Software Engineer,[]
231115002829,Project Lead - SAP ( Business Intelligence/ CRM Functional),['Communication']
261115002924,HR Recruiter - Experienced & Freshers,[]
61115003037,Industry - Healthcare - Advanced Medical Technologies,[]
251115002677,Medical Coder & Senior Medical Coder,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
241115003205,Import & Export Manager @ FMCG Company,[]
211115003973,Personal Banker,"['C', 'Customer Service', 'Operations', 'Communication']"
231115006222,Business Development Managers,['Communication']
21115002829,Database Analyst / Developer,"['SQL', 'Operations']"
30615005654,"System Engineer - ( Documetum, ECM, Opentext )","['Java', 'English', 'Communication']"
241115006312,Custom Clearance/opps Admin,[]
231115000080,Corporate Bank!day Shift Jobs! Voice Process! Sal:30k! 9999113605,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
241115004501,"Process Expert - F&A (r2r, FR & V&C Analysis)- Bpo/kpo/financial","['C', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
261115001655,Stores Executive,[]
201115007261,HCL Freshers Walk-in on 25th Nov @ Hyderabad,"['Java', 'Oracle', 'Computer Vision']"
190815001409,Manager - EHS,[]
270815004967,Sales / Marketing / Relationship Managers for a Leading Mnc(on Rolls),[]
271015006009,Communication Coach / Voice Trainer,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
300615000459,RF Engineers / RF Installation Engineers / RF System Designers,['Operations']
231115007105,Java Developer for ERP Development,"['Java', 'JavaScript', 'SQL', 'Communication']"
161015002772,Immediate Opening for Front Office & Ward Secretary,"['Data Entry', 'Typing', 'Communication']"
241115001411,Finance & Development Manager- IFMR LEAD,"['Operations', 'Communication']"
141115001134,Analytical Quality Assurance,[]
221115000724,System Administrator,[]
241115006787,Business Development Executive,['Communication']
211115002497,Hiring for Custom Clearance_scm,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
241115001463,Rating Approver - Mortgages Loans (lap) - Chennai,['Operations']
211115003377,SRM Hotel Chennai Requires Housekeeping Supervisor with Good Salary,[]
251115001284,"SSIS , SSRS - Urgent Requirement for TVM / Chennai",['SQL']
131015008342,Immediate Openings for Medical Coder - Outpatient,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
231115900118,IFMR - Company Secretary,['English']
241115900182,Business Operations Consultant - Public Sector - Police/borders/justic,"['Operations', 'Communication']"
241115900808,Management Representative ( Secretary)- Reputed Group- Only Female,"['Data Entry', 'Operations']"
161115900219,Project Manager,[]
221115000999,Application Manager- Mill Turn/ Turn Mill Machines,"['Operations', 'Communication']"
251115003952,Bdm/sr. Bdm/area Manager - Assigned Territory,"['English', 'Hindi']"
241115000946,FR Engineer (fault Repair Engg.),[]
211115002580,Requirement | Service Desk | Sagar 9873357236,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
261115002170,Assistant Manager / Deputy Manager - Trade Sales,[]
310815002967,Opportunity For Technical Manager - Asp.net(night Shift),"['C', 'SQL', 'Internet', 'Customer Service', 'Customer Support', 'Operations', 'Communication']"
231115003165,Walkin Interview for Branch Operation Executive - Chennai,"['Excel', 'MS Office', 'MS Word', 'PowerPoint', 'Operations']"
251115002172,Walk-in for Java Professionals Exp. 1.5-6 Years on 28th November 2015,"['Java', 'HTML', 'SQL', 'JavaScript']"
231115005340,Hyperion Planning,[]
61115001995,Phone Gap Developer,['HTML']
150914003935,Project Quality Manager - Oil & Gas Industry,[]
241115008053,"Informatica MDM (siperian), Chennai",[]
261015007289,Electrician,"['Customer Service', 'Customer Support', 'Operations']"
211115002075,Immediate Openings for Html5 Developers,"['Java', 'JavaScript', 'HTML', 'CSS']"
231115007632,Walkins for Talented Telecallers for Outbound in Quikr.com - Chennai,"['R', 'MS Office', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Operations', 'Communication']"
231115004702,Creative Graphic Designer,['Communication']
161015000981,Sales Executive/ Engineer - Chennai ( MNC in Elevator Industry ),['Computer Vision']
141115002144,Civil Engineers - (quantity Survey / Billing ),[]
241115004150,Business Development Manager,[]
261015006072,Manager - NPS Sales,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
231115000531,Mobile Application Developer,['Internet']
150615002912,Receptionist & Secretary,"['Data Entry', 'Operations']"
31115004346,Sales Executive / Jr. Sales Executive - Dairy Product - Chennai,[]
241115005650,Engineer R&D,['R']
261015007228,"Hiring ""pega Developers"" for Leading US Based Investment Bank",['Java']
231115000312,Sap-document Management /sap-ecc-inventory Management/sap-hcm-wpm,[]
221015000538,Opening for Lead IOS Developer,['C']
161015004681,Marketing Head,"['Operations', 'Communication']"
231115001098,Dotnet Web Developer / Senior Developer,"['C', 'JavaScript', 'R', 'SQL', 'Communication', 'HTML']"
241115001272,VTL Operator / VMC Operator / Machine Operator,[]
231115006809,Hiring for Share Point Developer/sr Share Point Developer-chennai-c2h,[]
251115004232,"Electrical Engineer - QC - MEP - Telangana, Andhra Pradesh, Karnataka",[]
241115003764,Medical Transcriptionist,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
211115900579,Manager - Training - BPO,"['BPO', 'Call Center']"
231115002261,FPGA Design Engineer,['C']
231115005682,Mainframe Developer,['Communication']
210715002865,Purchase Executive,['Operations']
231115006549,Challenging Tibco Openings with TCS in Chennai,[]
211115900588,AVP - Insurance Statutory Reporting - CA,['Operations']
251115002860,Immediate Openings for Tamil Speakers in Hyderabad Location,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Tamil', 'Communication']"
241115003300,"Operations Manager - F&A (r2r, FR & V&C Analysis)-bpo/kpo/financial","['C', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
260815004842,"Business Development Executive, Senior Business Development Executive","['BPO', 'Call Center']"
241115900855,Agency Manager - MNC Life Insurance Co. - Chennai / Vijayawada,[]
241115900188,Peoplesoft Tester,[]
241115007231,Walking Interview for Java_bangalore On 27th Nove 2015,"['Java', 'R', 'Angular', 'Communication', 'HTML', 'CSS', 'JavaScript']"
251115900182,Sales Officer/manager - Home Automation,"['Communication', 'C']"
241115900876,SME / Analyst,"['BPO', 'Call Center']"
251115000189,Seo/sem Manager,[]
251115000584,Immediate Opportunities for .net Developers @ Chennai,"['C', 'Communication']"
231115003963,Server Administrator,[]
211115002591,Requirement | IT Helpdesk | Sharleen 9818453296,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
241115002955,Urgent Openings for Store/warehouse Incharge in a Leading Industry,[]
231115000246,SAP Basis Consultant/sap-bw Hana/sap-abap/sap BO,[]
281015002250,Data Analyst,"['Excel', 'MS Office', 'Data Entry', 'Data Analysis']"
131115001727,Domestic Voice Process,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
241115005725,Smart Plant Instrumentation Design Engineer,"['C', 'R', 'Operations', 'Communication']"
231115003920,Dotnet Technical Lead,"['C', 'Communication']"
241115005249,Java Script Developer,"['JavaScript', 'HTML', 'CSS', 'React', 'Git', 'Node.js']"
251115003463,Urgent Job Opening for Cmm Level 5 Company As Account Delivery Lead,"['Operations', 'Communication']"
231115005655,Assistant Regional Sales Manager- Publishing Industry/ Chennai,['R']
271015006366,HR & Admin Executive For Freshers,[]
221115000951,Global Sourcing Manager - Herbal Products & Spices,"['English', 'Hindi']"
251115000316,Software Engineer,"['Java', 'C', 'Oracle']"
211115900111,Director/partner - Cyber Risk Practice - Big4,"['C', 'Cybersecurity']"
51115007856,Senior Software Development Engineer (SDE II) @ Amazon,"['Python', 'Java', 'C', 'JavaScript', 'Internet', 'Customer Service', 'Machine Learning', 'Computer Vision']"
241115002292,"Operations Manager - F&A (AP, O2C & Payroll) - BPO /KPO / Financial","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'C']"
231115901035,Assistant Manager New Category,[]
251115003887,IOS Developer (1-4 yrs),['C']
311015900229,Java/j2ee Developer - Mongodb/nosql,"['Java', 'JavaScript', 'HTML', 'CSS', 'MongoDB', 'Communication']"
231115006254,Test Lead/ QA Lead,['Communication']
170915901637,Mainframe Developer - Db2/oracle,"['Oracle', 'Communication']"
231115005083,Data Entry Operator ( Female Candidates Only),"['MS Office', 'Internet', 'Data Entry', 'Typing', 'English']"
241115900465,WCM Specialist,[]
251115005915,Openings for US Voice Process,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
270515002994,Production Executive,['Operations']
250815005039,Process Officer NZ Study,"['Internet', 'Customer Service']"
231115005053,Excellent Opening for Citrix Admin L3 - Chennai,['C']
41115003111,"Grand Walk in Freshers - 2015 Passed Outs (arts, Science & Commerce)","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
251115004720,Stores & Dispatch-ass.manager,[]
310815000340,Walkin for MBA HR - Freshers-hr Recruiter_chennai,['R']
71015004159,Marketing Process - Intern,['Communication']
251115002857,JD Edward 9.1 Manufacturing Solution,['Oracle']
191115006075,Urgent Freshers Software Engineer/software Developer Java All India,['Java']
211115900695,Oracle Apps Finance Functional Expert,"['Oracle', 'Operations', 'Communication']"
231115900701,Agile Coach,"['Java', 'C', 'SQL', 'Hadoop', 'Communication']"
261115003400,Job | JAVA Professionals!!! Grab a job Opportunity with HCL Technolog,"['Java', 'BPO', 'Tamil']"
241115003767,Marketing Trainee / Sales Trainee,[]
261115003470,HR Generalist,"['MS Office', 'English', 'Communication']"
221115000054,Immediate Openings for Appian Professionals,[]
231115901032,Assistant Manager Exports,['Communication']
181115001638,Chief of Nursing,"['R', 'Operations']"
251115005092,Urgent Opening for Spares Head in a Reputed Car Showroom - Chennai,[]
270615004359,Export & Import Executive,['Operations']
261115002047,UI Designer & Developer & PHP Developer,['php']
241115000142,SAP Is-oil( ALL Modules) Technical/fuctional Consultants in Chennai,[]
301015004832,Key Account Manager/ Product Manager Jpid: 7c8xfx,['R']
261115001894,"MIS & Commercial - Finance, Chennai","['Oracle', 'Excel', 'BPO']"
251115005263,Mysql / Postgres Database Administrator - Chennai (t.nagar),"['Python', 'MySQL', 'MongoDB', 'AWS', 'Communication', 'PostgreSQL']"
180915900260,Oracle DBA Consultant - L3,"['SQL', 'Oracle', 'C']"
231115901044,QA / Quality Analyst / Quality Assurance / Quality Engineer,['Python']
91115003364,Direct Walkin for Mechanical Engineers.,[]
241115001238,Wanted Fresher ITI Candidates 2015 Batch (leading MNC Company),[]
170915901219,.Net Developer - C#/asp,"['C', 'SQL']"
231115900012,Company Secretary,['English']
251115000893,"Wanted"""""" HR Executive @ Venpa Staffing Services for Chennai Thambaram",['Communication']
231115006239,Legal Officer,['Hindi']
251115001799,Sr. Executive Sales ( Industrial Bearing ) - Automobile Industry,[]
261115001372,HCL Hiring for Tool Profiles (HP OVO) @ Chennai on 28 Nov 15,"['Python', 'Java', 'SQL', 'Oracle']"
261115000682,Bio-medical / Biotechnology jobs Ph: 9087738811,"['R', 'Basic Computer Knowledge', 'Tamil', 'Communication']"
171115003097,F2f-interview CALL Letter FOR PHP Developer WITH Ahsan Technologies,"['MySQL', 'Internet', 'Tamil', 'php']"
231115006308,"PHP, Magento, Wordpress Developer",['php']
231115004761,"Urgent Requirement- Need L2, L3 Support Operations (only Telecom)","['Java', 'SQL', 'Operations']"
251115005644,Manager - Institutional Sales for Tamilnadu & Karnataka Locations,[]
191115000467,Non IT Recruiter - Banking & Financial Services - Chennai,['Computer Vision']
241115005375,Software Engineer,['C']
241115003819,Plsql - C2H - MNC -chennai,"['SQL', 'Oracle', 'Communication']"
310715003603,Sales Executive / Senior Sales Executive - Waterproofing ( Retail ),"['C', 'MS Office', 'Communication']"
251115001348,RSM - Regional Sales Manager - Chennai,['English']
210515005264,Medical Coding Jobs in Leading Health Care Companies In Chennai,"['R', 'Basic Computer Knowledge', 'Communication']"
231115900018,Associate Director/director - Technology,['Communication']
271015004456,Automation Engineer/electrical Design Engineer - BE Instrumentation,[]
241115004870,Manager(chennai)/sr.manager(hyderabad)-controls Sales- Hr14@vhc.in,[]
251115005749,Sharepoint Developer,"['C', 'SQL']"
241115004563,Branding Manager,['Communication']
121015007404,Sr Executive_security,"['Operations', 'Communication']"
261015005334,Accounts Executive,"['Excel', 'Hindi', 'Communication']"
251115000184,Network Engineer,[]
131115001903,Urgent Opening for Design Engineer(ansa & Hypermesh),['Communication']
171115007332,Data Entry Operators - Govt Departments in All Districts of Tamilnadu,"['Excel', 'Basic Computer Knowledge', 'MS Office', 'MS Word', 'Data Entry', 'Typing', 'Data Processing']"
241115004131,Executive/ Senior Executive - Business Development,"['MS Office', 'Internet', 'English', 'Communication']"
231115007000,Walk In (27- Nov- Friday) Freshers- 2015 Pass Outs (60% & Above),['Computer Vision']
251115001332,Manager - Enterprise Sales,"['R', 'Internet']"
211115003694,Walk in for Analyst at Iopex Technologies,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
170915901375,UI/ Front End Developer - Javascript,['JavaScript']
30314000709,Senior Business Analyst,"['Oracle', 'English', 'Communication', 'Data Analysis']"
231115000069,Production Engineer,[]
171115900501,Java/j2ee Developer - Struts/spring,"['Java', 'JavaScript', 'HTML', 'CSS', 'MongoDB']"
180915900008,Walkin - Sr Support Analyst - Unix/ Linux,"['Java', 'SQL', 'Oracle', 'Communication']"
250315002608,"Medical Coding - Biomedical, Biotechnology, Biochemistry","['R', 'BPO']"
251115006559,Urgent Openings for Commercial-chennai,[]
231115006815,Senior Software Developer,"['SQL', 'Communication']"
261115000045,IT Recruiter,['Communication']
221115000056,Immediate Openings for Tibco Active Matrix BPM (AMX BPM) Professionals,[]
221115000898,HCL Bserv Hiring for Quality Analyst - WSS Towers,"['Excel', 'MS Office', 'Data Entry', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
211115004517,Opening for UK Voice Process for Freshers/exp in Leading BPO Industry,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']"
130615001641,Assistant Manager/manager-business Development - Alternate Channel,"['Customer Service', 'Communication']"
